,id,url,date,content,username,replyCount,retweetCount,likeCount,quoteCount,hashtags
333,1.18028E+18,https://twitter.com/JenLuvsReviews/status/1180275016073658368,2019-10-05 00:14:26+00:00,"@alexpcbff @shanedawson @JeffreeStar For the record, ABH shadows are not made in China. They are made in the USA. The only thing made in China from the palettes are the brushes that come in them.",JenLuvsReviews,2,1,20,0,
334,1.18027E+18,https://twitter.com/JenLuvsReviews/status/1180272195022524416,2019-10-05 00:03:14+00:00,"@shanedawson @JeffreeStar 4. Loved seeing Shane so happy about his partnership with Jeffree.
5. Truly understand now why ""everyone"" wants to be friends with Jeffree.
6. At the very end realizing that this is an EXCELLENT ad for Jeffree Star Cosmetics. /2",JenLuvsReviews,28,67,3670,3,
335,1.18027E+18,https://twitter.com/JenLuvsReviews/status/1180271586064162816,2019-10-05 00:00:49+00:00,"Okay, I'm done watching @shanedawson @JeffreeStar Part 2. Thoughts:
1. Love seeing a different layer of who Jeffree is.
2. Loved seeing other influencer videos shown that are NOT huge influencers.
3. Truly wondering how the numbers talked about will affect brands in the future /1",JenLuvsReviews,78,480,15938,9,
336,1.17907E+18,https://twitter.com/JenLuvsReviews/status/1179073419687669760,2019-10-01 16:39:44+00:00,Waiting for the @shanedawson @JeffreeStar documentary like... https://t.co/wjXnpOceGp,JenLuvsReviews,27,30,525,0,
337,1.14219E+18,https://twitter.com/JenLuvsReviews/status/1142187808838356993,2019-06-21 21:49:29+00:00,"@itsNICKSNIDER @JeffreeStar @WOACrystalBall So if someone says ""respect"" they are automatically paying you? What the hell kinda logic is that? Where did she come from &amp; what is she doing?? Part of being a good ""drama"" channel is presenting FACTS along with clearly stated opinions. She's presenting opinion as fact. Not good https://t.co/oaqvOMRjxt",JenLuvsReviews,3,1,171,0,
338,1.11327E+18,https://twitter.com/JenLuvsReviews/status/1113269838837952512,2019-04-03 02:39:47+00:00,@JeffreeStar Ain’t that the damn truth...,JenLuvsReviews,2,1,164,0,
339,1.08776E+18,https://twitter.com/JenLuvsReviews/status/1087757923852476417,2019-01-22 17:04:33+00:00,Makeup Minute Daily NEWS #Deciem #brandontruaxe @glamlifeguru @hudabeauty @Asli_Jacqueline @Joah_beauty https://t.co/F7xWCJJmgk,JenLuvsReviews,1,1,9,0,"['Deciem', 'brandontruaxe']"
340,1.34482E+18,https://twitter.com/JenLuvsReviews/status/1344815927276269568,2021-01-01 01:21:17+00:00,I just finished @NikkieTutorials Layers of Me and I'm all ... 🙌❤️😭 https://t.co/oyJ9sBfKEp,JenLuvsReviews,9,2,71,0,
341,1.21681E+18,https://twitter.com/JenLuvsReviews/status/1216807843170484224,2020-01-13 19:42:51+00:00,"So incredibly beautiful. Congratulations, @NikkieTutorials! You did it and you are LOVED! https://t.co/SWycHI7vkz",JenLuvsReviews,2,7,708,0,
342,1.10439E+18,https://twitter.com/JenLuvsReviews/status/1104387474481180677,2019-03-09 14:24:27+00:00,"@NikkieTutorials Great job to @sunnymint7! So beautiful! Have you seen @RyanKellyMUA? She does the same kind of looks, but on the lips. INCREDIBLE! https://t.co/lfY62cQdUW",JenLuvsReviews,4,5,103,0,
343,1.38346E+18,https://twitter.com/JenLuvsReviews/status/1383460435840565260,2021-04-17 16:40:46+00:00,I get that @jamescharles may feel frustrated that lies may have been told and that he's losing contracts. I get that. I get that he may want to clear his name on some allegations that he feels are false. This is not the time. This is the time to own up to your shit. That's it.,JenLuvsReviews,33,17,877,3,
344,1.37706E+18,https://twitter.com/JenLuvsReviews/status/1377056600175808514,2021-03-31 00:34:12+00:00,"Maybe it isn't a big deal to @jamescharles, but it may be a very very very big deal to these young boys. It's not okay and it needs to stop.",JenLuvsReviews,14,11,494,1,
345,1.37705E+18,https://twitter.com/JenLuvsReviews/status/1377053798766628864,2021-03-31 00:23:04+00:00,"Regarding James Charles, I imagine he's sitting there thinking that what he's doing isn't a big deal. That's why he keeps doing it. 
As a mother of a son, it IS a big deal. Children have no business exchanging personal photos or texts with an adult, especially one with the...",JenLuvsReviews,39,145,2271,5,
346,1.16003E+18,https://twitter.com/JenLuvsReviews/status/1160027306003509250,2019-08-10 03:17:16+00:00,"I'm so thankful for people like @maestroparedes for not being afraid and speaking out when he sees something that's wrong. STEALING people's work is wrong, @jamescharles. Whether you get caught or not, it's WRONG. https://t.co/FPQVA5B1wO",JenLuvsReviews,20,4,256,1,
347,1.12156E+18,https://twitter.com/JenLuvsReviews/status/1121555867751653376,2019-04-25 23:25:31+00:00,"@jamescharles Not that you need shit from me, but I love how you clarified the value of the goodie bags, added some extra perks, and lowered the price of general admission. Communication is so important. But the real question is... do the babies still have to pay? 😉 https://t.co/sPrQXEzeAJ",JenLuvsReviews,8,7,1013,0,
348,1.12142E+18,https://twitter.com/JenLuvsReviews/status/1121418713322926081,2019-04-25 14:20:30+00:00,"I had to look this up to make sure it was real. What are you doing, @jamescharles? This has to be the dumbest shit I've seen in a while. If a person can't physically hold a seat for themselves, they shouldn't have to pay. Let's face it, those newborns have no idea who you are. 😂 https://t.co/KvBzlYjwRC",JenLuvsReviews,113,100,1279,42,
349,1.10819E+18,https://twitter.com/JenLuvsReviews/status/1108194512093020162,2019-03-20 02:32:15+00:00,"Yaaaassss!!! I put 3 ads on a What's Up in Makeup and I've gotten people furious about it. That show takes me alone 12-14 hours of production time. And that's just me, not counting my team. Thank you @jamescharles for saying this. https://t.co/AGu7MXOa7R",JenLuvsReviews,31,7,558,2,
350,1.09761E+18,https://twitter.com/JenLuvsReviews/status/1097609503447678976,2019-02-18 21:31:12+00:00,My family and I are headed to our first escape room experience. I’m so nervous! I wish @jamescharles was coming with us! 😬,JenLuvsReviews,15,4,398,1,
351,1.09445E+18,https://twitter.com/JenLuvsReviews/status/1094445339187257345,2019-02-10 03:57:57+00:00,"@jamescharles @FaithGoldy Gender appropriation? Well.... considering gender norms are defined by society, wearing makeup has been considered a male norm in many countries around the world throughout history. So, in other words, this isn't a thing. You can't make it a thing. It's not real.",JenLuvsReviews,10,4,234,1,
352,1.09155E+18,https://twitter.com/JenLuvsReviews/status/1091554141015556097,2019-02-02 04:29:21+00:00,"@jamescharles I think the idea is that as the video goes on, more people drop off, so by the end, you have maybe half of the people left watching. Maybe they had shit to do, or maybe they were interrupted. But maybe they would have subscribed with a cue in the beginning.",JenLuvsReviews,2,1,85,0,
353,1.08393E+18,https://twitter.com/JenLuvsReviews/status/1083927517738778625,2019-01-12 03:23:53+00:00,@miguelcolinTO @jamescharles James should take you up on that poutine... 😋,JenLuvsReviews,1,1,2,0,
354,1.54871E+18,https://twitter.com/_chloehx_/status/1548709815916044289,2022-07-17 16:42:48+00:00,My biggest fan right here 😂 https://t.co/P6LiB2IJkR,_chloehx_,2,1,9,0,
355,1.54695E+18,https://twitter.com/_chloehx_/status/1546951422108999680,2022-07-12 20:15:34+00:00,Adam is the ultimate bombshell. He has been there less than 24 hours and look at the carnage he has created #LoveIsland,_chloehx_,1,2,17,0,['LoveIsland']
356,1.54225E+18,https://twitter.com/_chloehx_/status/1542249926163369985,2022-06-29 20:53:30+00:00,Indiyah is one of the nicest girls in the villa. If anyone needs a chat especially the girls she will go out of her way to listen and be supportive. We need more girls like Indiyah #LoveIsland,_chloehx_,1,1,33,0,['LoveIsland']
357,1.54077E+18,https://twitter.com/_chloehx_/status/1540769711021084673,2022-06-25 18:51:39+00:00,"New makeup 😍

@ciatelondon @StilaUK @stilacosmetics @hudabeauty @marcjacobs 

#bbloggers https://t.co/ryG0U7ZWwv",_chloehx_,1,1,2,0,['bbloggers']
358,1.53787E+18,https://twitter.com/_chloehx_/status/1537872782385618947,2022-06-17 19:00:18+00:00,I swear today has been the day from hell. Let's hope tomorrow is better,_chloehx_,2,1,4,0,
359,1.19363E+18,https://twitter.com/JeffreeStar/status/1193634290359132160,2019-11-10 20:59:26+00:00,It’s a highlighter palette from the brand @CTilburyMakeup 😂 It was sent to me in PR and was a gift! Love the formula ✅ https://t.co/CNFMvJedVS,JeffreeStar,107,636,33086,9,
360,1.39615E+18,https://twitter.com/JeffreeStar/status/1396148210263990280,2021-05-22 16:57:27+00:00,@Jaclynhill Production lead times are the worst 😭😭😭,JeffreeStar,12,12,1056,1,
361,1.39035E+18,https://twitter.com/JeffreeStar/status/1390350099931348994,2021-05-06 16:57:49+00:00,"@Jaclynhill Exactly. I’m so disappointed that they even chose to share this information with everyone, but they are a master manipulator so not surprised. Our dogs are our FAMILY and I can’t believe they chose this.",JeffreeStar,29,65,3610,1,
362,1.37117E+18,https://twitter.com/JeffreeStar/status/1371173915716849668,2021-03-14 18:58:31+00:00,@Jaclynhill Thank youuuuu Jaclyn! 😭💖,JeffreeStar,19,19,1835,0,
363,1.22091E+18,https://twitter.com/JeffreeStar/status/1220910796001005568,2020-01-25 03:26:31+00:00,@Jaclynhill Can I go on yours??,JeffreeStar,147,107,14049,4,
364,1.19866E+18,https://twitter.com/JeffreeStar/status/1198663919717371904,2019-11-24 18:05:23+00:00,🔥NEW VIDEO ALERT!🔥 Does @Jaclynhill deserve a second chance? 🧐 Let’s talk... https://t.co/frg8uLYgat,JeffreeStar,365,554,15995,41,
365,1.1959E+18,https://twitter.com/JeffreeStar/status/1195903221719416832,2019-11-17 03:15:21+00:00,Do we need a #JeffreeStar review of the new @Jaclynhill Highlighter Collection??,JeffreeStar,1146,560,15471,81,['JeffreeStar']
366,1.18395E+18,https://twitter.com/JeffreeStar/status/1183950727611240448,2019-10-15 03:40:24+00:00,@shanedawson @Jaclynhill @RichLux713 It’s a must 💯,JeffreeStar,66,191,16040,8,
367,1.11672E+18,https://twitter.com/JeffreeStar/status/1116721047330385922,2019-04-12 15:13:40+00:00,"@Jaclynhill Come join the club, it’s time 🔥",JeffreeStar,42,122,14519,2,
368,1.08739E+18,https://twitter.com/JeffreeStar/status/1087391082357305344,2019-01-21 16:46:51+00:00,@_Sophayy @jamescharles @Jaclynhill I stupidly put 2 snap filters and an IG filter.. it’s called making fun of ourselves. Not flashback 🤡 Then someone took that and made our faces more extreme lol,JeffreeStar,4,15,1728,0,
369,1.08739E+18,https://twitter.com/JeffreeStar/status/1087389992635133952,2019-01-21 16:42:31+00:00,@SesimeTweets @jamescharles @Jaclynhill Amen baby! 🙌🏼🔥,JeffreeStar,4,20,2750,1,
370,1.08739E+18,https://twitter.com/JeffreeStar/status/1087389904370249728,2019-01-21 16:42:10+00:00,@ZizziAli @jamescharles @Jaclynhill Hahaha 🤡😭😂🤮,JeffreeStar,6,14,2820,0,
371,1.08739E+18,https://twitter.com/JeffreeStar/status/1087387196049391620,2019-01-21 16:31:24+00:00,"That photo of myself, @jamescharles &amp; @Jaclynhill going around is photoshopped and has filters on it.. 😂😂 Here is a real unedited photo.. Sorry, we all actually know how to do makeup! 🤡 #flashbackMarywho? https://t.co/Q8Fi0EnPtM",JeffreeStar,404,2845,71780,146,['flashbackMarywho']
372,1.08632E+18,https://twitter.com/JeffreeStar/status/1086320804881620992,2019-01-18 17:53:57+00:00,@Jaclynhill You looked so stunning!!! And you’re so pretty when you sleep 😴👸🏻,JeffreeStar,37,74,9176,2,
373,1.18595E+18,https://twitter.com/JeffreeStar/status/1185950080034992129,2019-10-20 16:05:07+00:00,@JenLuvsReviews Always 💯 And auto correct changed *poor handling in my last tweet sorry 😭,JeffreeStar,3,10,590,0,
374,1.18595E+18,https://twitter.com/JeffreeStar/status/1185949519319404544,2019-10-20 16:02:53+00:00,"@JenLuvsReviews I pride myself on my customer service team and all anyone has to do is email a photo of the broken product and we will send out a new one. No tea, just for handling from USPS but we prepare of these moments and always have extra stock for CS issues like this!",JeffreeStar,130,82,3748,14,
375,1.18595E+18,https://twitter.com/JeffreeStar/status/1185949163172683776,2019-10-20 16:01:29+00:00,"@JenLuvsReviews the black splatter is for Halloween aesthetic purposes haha it’s spooky and has a ghost on the shade label, just like the jawbreaker highlighter I wanted to do something fun! A few hundred out of a VERY large amount arrived broken sadly",JeffreeStar,18,20,963,2,
376,1.49621E+18,https://twitter.com/JeffreeStar/status/1496213311452590084,2022-02-22 20:00:26+00:00,"Meet your new favorite face wash 💦🍓 The Strawberry Water Clarifying Cleanser! ⭐️ #JeffreeStar#Skin 

https://t.co/ifPa4TIwku",JeffreeStar,32,55,1124,0,
377,1.49292E+18,https://twitter.com/JeffreeStar/status/1492922360755671042,2022-02-13 18:03:22+00:00,😱NEW VIDEO ALERT!!!!😱 Testing out the viral BOLOGNA face mask by Oscar Mayer 🌭 is it #JeffreeStar Approved?? Watch: https://t.co/4YWWVoU7q8 https://t.co/XG21E3xIgm,JeffreeStar,51,75,1583,6,['JeffreeStar']
378,1.49186E+18,https://twitter.com/JeffreeStar/status/1491860242967273473,2022-02-10 19:42:54+00:00,I flew to Tennessee to film at the @Beretta_USA factory today! 💯 They’ve made me a 1-of-1 pink pistol and I’m about to see it for the first time!! 😱 #JeffreeStar x #Beretta https://t.co/zJ9zZCSDAZ,JeffreeStar,98,71,2836,12,"['JeffreeStar', 'Beretta']"
379,1.49002E+18,https://twitter.com/JeffreeStar/status/1490024269526360064,2022-02-05 18:07:23+00:00,"🌈 NEW VIDEO ALERT!!!! 🌈 Revealing my brand new @McLarenAuto &amp; giving you all the #JeffreeStar garage update!! 💖 

WATCH: https://t.co/TPz2Dzwq2e",JeffreeStar,51,69,1297,8,['JeffreeStar']
380,1.4618E+18,https://twitter.com/JeffreeStar/status/1461798879725244427,2021-11-19 20:49:46+00:00,OH MY GOD!!! 🐶🦮🐕‍🦺🐩 Tomorrow the reveal of @JeffreeStarPets will be on my channel!!!!! My 7 amazing dogs &amp; I have been working on this project for a few years and it’s FINALLY almost here!! 💖 We. Can’t. Fucking. Wait. ⭐️ #jeffreestar #dogs #pets https://t.co/iWNjWopeNg,JeffreeStar,202,300,4931,56,"['jeffreestar', 'dogs', 'pets']"
381,1.3726E+18,https://twitter.com/JeffreeStar/status/1372596910184271872,2021-03-18 17:12:59+00:00,My #JeffreeStar X @MarceloCantu #NFT collection is now live on @rariblecom!!!!!! 🍦 SHOP: https://t.co/86uevAYweV https://t.co/OO7jz2WuiC,JeffreeStar,230,201,4474,72,"['JeffreeStar', 'NFT']"
382,1.37163E+18,https://twitter.com/JeffreeStar/status/1371628845376303105,2021-03-16 01:06:15+00:00,"Jeffree Star X @MarceloCantu #NFT Collection coming soon! 🍦💉⭐️🪄 
Get your #Ethereum ready! 
More details coming soon! 
#cryptoart #nftart #jeffreestar https://t.co/kAz7hSwEFo",JeffreeStar,316,377,5609,120,"['NFT', 'Ethereum', 'cryptoart', 'nftart', 'jeffreestar']"
383,1.35817E+18,https://twitter.com/JeffreeStar/status/1358165243122249728,2021-02-06 21:26:42+00:00,I’m still speechless on how beautiful &amp; amazing my @RollsRoyce #JeffreeStar Black Badge Cullinan turned out! 🎀 Every detail is so perfect and executed flawlessly. This was one of the best projects I’ve ever got to create and it will forever be something I cherish 💖 https://t.co/FqIACowqop,JeffreeStar,391,395,11015,87,['JeffreeStar']
384,1.35414E+18,https://twitter.com/JeffreeStar/status/1354144970060390401,2021-01-26 19:11:34+00:00,"🌸NEW VIDEO ALERT!🌸 Louis Vuitton didn’t cancel me, they made me my own custom #JeffreeStar pink monogram pieces!!! Come follow the fashion whore journey 🎀 https://t.co/0wRZXm6YY1",JeffreeStar,308,161,5269,39,['JeffreeStar']
385,1.24652E+18,https://twitter.com/JeffreeStar/status/1246518805821448192,2020-04-04 19:23:37+00:00,"Please pray for me... I'm about to log into Tik Tok for the first time and film a video exploring the #jeffreestar tags. Allegedly, there are actual videos outside my house... Brb.",JeffreeStar,2955,4170,162773,337,['jeffreestar']
386,1.18603E+18,https://twitter.com/JeffreeStar/status/1186034854762180608,2019-10-20 21:41:59+00:00,Who’s gonna be #JeffreeStar and @shanedawson for their Halloween costumes?? 👁⭐️,JeffreeStar,1009,1311,58190,287,['JeffreeStar']
387,1.17472E+18,https://twitter.com/JeffreeStar/status/1174719847420387328,2019-09-19 16:20:11+00:00,GOOOOD MORNING!!! Here are the BIRKIN BAG and @MorpheBrushes x #JeffreeStar PR winners!!!!!! 🔥🔥🔥 https://t.co/rJ6a7cY3lx,JeffreeStar,1339,473,19795,159,['JeffreeStar']
388,1.17449E+18,https://twitter.com/JeffreeStar/status/1174485739310133248,2019-09-19 00:49:55+00:00,No one panic but I’m announcing the #Birkin &amp; @MorpheBrushes x #JeffreeStar PR package winners TOMORROW morning!!! 😭💯😇,JeffreeStar,2517,1317,28871,341,"['Birkin', 'JeffreeStar']"
389,1.17301E+18,https://twitter.com/JeffreeStar/status/1173009207848816640,2019-09-14 23:02:43+00:00,"HI!!! How Are Ya? 😇🔥 In tomorrow’s video there is a huge giveaway! Grand prize for 2 winners: A brand new #Birkin bag!! 
6 runner ups: The entire @MorpheBrushes x #JeffreeStar collection!! https://t.co/vFqZPMKBfV",JeffreeStar,1919,2167,30906,523,"['Birkin', 'JeffreeStar']"
390,1.17185E+18,https://twitter.com/JeffreeStar/status/1171851024610549760,2019-09-11 18:20:30+00:00,"HI GRAND RAPIDS, How Are Ya? 💖 THIS Saturday I’m doing a huge meet &amp; greet at @ultabeauty to celebrate the @MorpheBrushes x #JeffreeStar collection!! ⭐️ Wanna meet me? Enter here: https://t.co/F53DuwYXih https://t.co/PxKhPlaRg4",JeffreeStar,180,251,5266,42,['JeffreeStar']
391,1.1689E+18,https://twitter.com/JeffreeStar/status/1168904777499107329,2019-09-03 15:13:10+00:00,"HIIIII @morphebrushes x #jeffreestar Part 3!!! How Are Ya?? 🍓 Who’s ready to complete their ICONIC Collection? The #MorphexJeffreeStar NEW 👄 lip and brush sets are HERE!!  ⭐️ SHOP: https://t.co/Yne7XbIlBL

🔥Don’t forget to use code JSTAR at checkout for 10% your order!! https://t.co/1dE712RMH0",JeffreeStar,129,267,5475,44,"['jeffreestar', 'MorphexJeffreeStar']"
392,1.16876E+18,https://twitter.com/JeffreeStar/status/1168755387631165440,2019-09-03 05:19:33+00:00,Omg tomorrow morning the grand finale of the @MorpheBrushes x #JeffreeStar is launching!!! 🍓💯 See you at 8AM PST!! https://t.co/rM0xvsxI3D,JeffreeStar,76,196,6791,9,['JeffreeStar']
393,1.16251E+18,https://twitter.com/JeffreeStar/status/1162505159454466048,2019-08-16 23:23:22+00:00,"GUESS WHAT’S BACK? 💖 The #JeffreeStar Mr. Diva heart shaped vinyl records are back in stock, with a new color way! 💋 Buy one in the next 48 hours and get a FREE #velourliquidlipstick AND FREE U.S. SHIPPING!!! 🔥  🎀 SHOP: https://t.co/U8eFsuROC8 https://t.co/J9iLtBWvkz",JeffreeStar,89,213,4897,10,"['JeffreeStar', 'velourliquidlipstick']"
394,1.09288E+18,https://twitter.com/JeffreeStar/status/1092876804807811072,2019-02-05 20:05:09+00:00,GIRRRRL 😮 the @MorpheBrushes website only has a few hundred #JeffreeStar pink sponge sets left!! -&gt; https://t.co/f7F6bk0zgl https://t.co/cSEoe1UxYc,JeffreeStar,105,198,5958,19,['JeffreeStar']
395,1.08598E+18,https://twitter.com/JeffreeStar/status/1085975423274500096,2019-01-17 19:01:32+00:00,Something really major is coming soon... Who's ready for the first wave of #JeffreeStar? 😍 Remember.. I warned you 2019 was gonna be BIG.,JeffreeStar,723,1355,42488,155,['JeffreeStar']
396,1.33745E+18,https://twitter.com/JeffreeStar/status/1337446272630972418,2020-12-11 17:16:54+00:00,@NikkieTutorials Fucking stunning 💯,JeffreeStar,11,23,1601,2,
397,1.29904E+18,https://twitter.com/JeffreeStar/status/1299035434656256001,2020-08-27 17:25:57+00:00,@NikkieTutorials @beautybay Yessss congratulations baby!!!!! 🔥🔥🔥,JeffreeStar,36,61,3022,5,
398,1.29221E+18,https://twitter.com/JeffreeStar/status/1292206591018586112,2020-08-08 21:10:33+00:00,@NikkieTutorials Oh my god that is so fucking horrible and terrifying!! 💔 love you and we are all here for you.,JeffreeStar,83,132,10011,5,
399,1.27472E+18,https://twitter.com/JeffreeStar/status/1274723582635945985,2020-06-21 15:19:19+00:00,@NikkieTutorials WOWWWW!!! Always next level.,JeffreeStar,23,45,3242,3,
400,1.17226E+18,https://twitter.com/JeffreeStar/status/1172263321027960835,2019-09-12 21:38:49+00:00,@NikkieTutorials Yesss we are so ready!!,JeffreeStar,10,37,2366,0,
401,1.10741E+18,https://twitter.com/JeffreeStar/status/1107413816860647424,2019-03-17 22:50:03+00:00,@kgbeautyxo @MorpheBrushes @jamescharles @NyxCosmetics @milkmakeup @norvina1 THIS IS SO BEAUTIFUL!!!!! WOW.,JeffreeStar,1,4,90,0,
402,1.10279E+18,https://twitter.com/JeffreeStar/status/1102792252873572354,2019-03-05 04:45:36+00:00,@CaseyNeistat @tanamongeau @jamescharles hahahaha,JeffreeStar,6,21,2698,0,
403,1.09626E+18,https://twitter.com/JeffreeStar/status/1096263054482788352,2019-02-15 04:20:54+00:00,"Omg today is @GlamLifeGuru’s birthday!!!!! 🎉 So @jamescharles, Nate, Drew &amp; I flew up to Seattle for her surprise party 😍 
HAPPY BIRTHDAY BEAUTIFUL!!! ⭐️",JeffreeStar,326,839,42581,107,
404,1.09214E+18,https://twitter.com/JeffreeStar/status/1092141880173707264,2019-02-03 19:24:49+00:00,"PS. For Tuesday's LAUNCH: Remember that some of my best friends have codes you can use at https://t.co/FW34HRanHy checkout for 10% off your purchase! 🔥
@lipsticknick code LIPSTICK
@jamescharles code JAMES 
💄Plus all affiliates!",JeffreeStar,146,646,13793,32,
405,1.08938E+18,https://twitter.com/JeffreeStar/status/1089379198165078016,2019-01-27 04:26:55+00:00,WATCH @jamescharles new video MESSY MAKEUP TRIVIA feat. myself &amp; @GlamLifeGuru 😱🤭⚠️ https://t.co/ohqSmdzJSY,JeffreeStar,79,409,15852,17,
406,1.08068E+18,https://twitter.com/JeffreeStar/status/1080682657451634689,2019-01-03 04:29:58+00:00,Have you seen yesterday’s brand new video?? 🔥😇🔨 @jamescharles &amp; I say hello New Years with a flamethrower and some fun: https://t.co/OnOVov9fts,JeffreeStar,121,221,8210,15,
407,1.0805E+18,https://twitter.com/JeffreeStar/status/1080498360325304320,2019-01-02 16:17:38+00:00,@loldannymichael @jamescharles It’s made by @elonmusk and it’s sold out!,JeffreeStar,3,2,250,0,
408,1.08019E+18,https://twitter.com/JeffreeStar/status/1080186581070184449,2019-01-01 19:38:44+00:00,Imagine trying to call @jamescharles a hypocrite without watching the video. I had this idea for weeks and asked him the day before I filmed if he wanted to join.. He goes into detail about the broken Morphe palette incident &amp; we shout out Lauren Goodwin,JeffreeStar,441,2175,56018,64,
409,1.08018E+18,https://twitter.com/JeffreeStar/status/1080178278122409984,2019-01-01 19:05:44+00:00,🔥NEW VIDEO ALERT!🔥 Watch @jamescharles &amp; I destroy all the makeup we HATED in 2018: https://t.co/OnOVov9fts 🔨,JeffreeStar,521,1069,16687,322,
410,1.19888E+18,https://twitter.com/Beautylymin/status/1198879341234573312,2019-11-25 08:21:23+00:00,"This mini brush set from @ctilburymakeup would be a fab gift for any makeup lover! I love the midnight blue velvet pouch they are housed in and the quality is excellent, as you’d expect from Charlotte! Would you like… https://t.co/KuLxKlfhT5",Beautylymin,1,1,5,0,
411,1.19711E+18,https://twitter.com/Beautylymin/status/1197114867251138560,2019-11-20 11:30:00+00:00,I have so many fab gift ideas on the blog including this @CTilburyMakeup Mini Brush set! https://t.co/Ir8IImeSk6 @blogger_retweet @StyleBloggerRT @BeautyinfluRT @theblogsRT #bbloggers https://t.co/1Lto7IJeQ3,Beautylymin,2,4,17,0,['bbloggers']
412,1.09015E+18,https://twitter.com/Beautylymin/status/1090146022402080769,2019-01-29 07:14:00+00:00,"NEW POST! Review, swatches and #giveaway of the Jaclyn Hill Eyeshadow Palette https://t.co/dJHIFPVLK7  @BBlogRT @UKBloggers1 @GRLPOWRCHAT @allthoseblogs #BloggerBabesRT #bbloggers https://t.co/R8A7E7laUC",Beautylymin,1,5,1,0,"['giveaway', 'BloggerBabesRT', 'bbloggers']"
413,1.08595E+18,https://twitter.com/Beautylymin/status/1085946783904206853,2019-01-17 17:07:43+00:00,Want to win this gorgeous palette?! Enter here! Open internationally! GIVEAWAY! Win a Morphe x Jaclyn Hill Palette https://t.co/F0Z6kfNuDi @BBlogRT @RetweetBloggers @blogging_RT #bbloggers https://t.co/6UmR4VQUws,Beautylymin,1,4,6,1,['bbloggers']
414,1.26607E+18,https://twitter.com/pintsizedtweets/status/1266074258884747270,2020-05-28 18:30:00+00:00,Spring Makeup Favourites 🌸🌿 https://t.co/7DQgLkt1ZE @glossier @NYXCosmetics_UK @NARSCosmetics @CTilburyMakeup @BobbiBrown https://t.co/rCBMKoiDH9,pintsizedtweets,1,1,1,0,
415,1.19832E+18,https://twitter.com/pintsizedtweets/status/1198322826345730049,2019-11-23 19:30:00+00:00,A Christmas Beauty Gift Guide + GIVEAWAY 🎁🎅🏼💫🎄☃️ https://t.co/KdlXatdecW @CTilburyMakeup @ABHcosmetics @WorldDutyFree @JouerCosmetics @evelom @NARSCosmetics @cultbeauty @SoapandGlory https://t.co/crRVA1dRox,pintsizedtweets,1,2,8,0,
416,1.18816E+18,https://twitter.com/pintsizedtweets/status/1188160867042508802,2019-10-26 18:30:00+00:00,Five Charlotte Tilbury Favourites 💫✨ https://t.co/cDaCKgFUfA @CTilburyMakeup @BBlogRT https://t.co/WGPDPYzCg6,pintsizedtweets,1,1,11,0,
417,1.47795E+18,https://twitter.com/pintsizedtweets/status/1477950316339515392,2022-01-03 10:29:49+00:00,24 Hours In Cambridge: What To See and Do 🤎 https://t.co/SB1fslihtj @UKBlog_RT https://t.co/aGeb9SWcuJ,pintsizedtweets,1,1,2,0,
418,1.44642E+18,https://twitter.com/pintsizedtweets/status/1446422620652687372,2021-10-08 10:30:00+00:00,Five Books To Read This October 📖🍂 https://t.co/FcnTYdRkpw @PenguinBooks @PenguinUKBooks @torbooks https://t.co/OBlc96rshn,pintsizedtweets,1,5,39,0,
419,1.55204E+18,https://twitter.com/emshelx/status/1552037793198739461,2022-07-26 21:07:00+00:00,@LoveIsland I can’t imagine who’s going? Surely Paige because everyone dislikes Adam?,emshelx,9,1,82,0,
420,1.55201E+18,https://twitter.com/emshelx/status/1552011106712961025,2022-07-26 19:20:57+00:00,‘A single lie discovered is enough to create doubt in every truth expressed’,emshelx,2,1,13,0,
421,1.55189E+18,https://twitter.com/emshelx/status/1551894670766215168,2022-07-26 11:38:16+00:00,@mosseri I feel like killing reach surely isn’t supporting photos? (Or videos) something has definitely changed in the last few weeks it’s super disheartening 😅,emshelx,18,21,1671,2,
422,1.5513E+18,https://twitter.com/emshelx/status/1551300658665607168,2022-07-24 20:17:53+00:00,Imagine this series without Ekin Su #LoveIsland,emshelx,1,1,24,0,['LoveIsland']
423,1.50095E+18,https://twitter.com/MyBeautyBunny/status/1500953776513064965,2022-03-07 21:57:21+00:00,"I’ve done a lot of beauty reviews lately, but not enough refreshers on which BRANDS are cruelty free. Whether you’re a long-time ethical shopper or you’re new to the world of cruelty free makeup brands, look no further! https://t.co/QAXOvaQ2au https://t.co/pTWfugLksu",MyBeautyBunny,1,3,10,1,
424,1.43819E+18,https://twitter.com/MyBeautyBunny/status/1438186180265271301,2021-09-15 17:01:20+00:00,Thank you for featuring My Beauty Bunny in the Top 50 Organic and Clean Beauty Blogs in 2021! @_cocokind - https://t.co/lJRBllpP0m https://t.co/ThUUs7RSdu,MyBeautyBunny,2,1,2,0,
425,1.42846E+18,https://twitter.com/MyBeautyBunny/status/1428460864848412674,2021-08-19 20:56:24+00:00,"Here’s the Guardian article about the EU animal testing ban override. 😥

https://t.co/13GAm3oA31",MyBeautyBunny,1,1,3,0,
