username,content,date,country,replyCount,retweetCount,likeCount,url,inference,verified,followersCount,id
tripilates,after all the holiday treat detoxify your skin draw impurities and environmental aggressors from skin while provide intense moisture for softer more supply feel skin,2021-12-27 19:31:07+00:00,Argentina,0,0,0,https://twitter.com/tripilates/status/1475549826209103874,Positive Sentiment,FALSE,1907,dc7eed31
olreadydotin,bold bridal makeup look smiling_face_with_heart eye spark ma,2021-11-20 15:41:43+00:00,Argentina,0,1,4,https://twitter.com/olreadydotin/status/1462083744806756360,Neutral Sentiment,FALSE,1062,6b685c04
NariKesari,best face wash amp cleaners for hyperpigmentation,2021-10-06 09:00:01+00:00,Argentina,0,0,0,https://twitter.com/NariKesari/status/1445675199416860676,Positive Sentiment,FALSE,619,b25ec845
atlsexyslim,my version of a realistic besides the typical this be your sleep paralysis demons or furry comment thank to the rest for appreciation the art face_blowing_a_kiss,2021-12-27 18:37:35+00:00,Argentina,2,8,84,https://twitter.com/atlsexyslim/status/1475536354855505927,Negative Sentiment,TRUE,43211,1ba5c1f2
shop_ippuni,wrapped_gift get a cute bunny headland with every purchase of 50g psalm rabbit_face wrapped_gift free christmas card amp ipni kf94 mask when you purchase rm100 amp above,2021-12-03 06:45:01+00:00,Argentina,0,0,0,https://twitter.com/shop_ippuni/status/1466659722182815746,Neutral Sentiment,FALSE,3679,d411c6ea
gokulherbal,be you battle with dash use skin mala keep the dash away,2021-12-10 08:12:06+00:00,Argentina,0,0,1,https://twitter.com/gokulherbal/status/1469218353701003264,Positive Sentiment,FALSE,1,9d0c538a
gemshoppinglive,up next our marvin be present a stun selection of new and period fine estate that be be select for its and uniqueness tune in from 2pm 7pm at,2021-11-10 18:48:33+00:00,Mexico,1,2,4,https://twitter.com/gemshoppinglive/status/1458506884248477707,Positive Sentiment,FALSE,890,f4559d82
idivia_beauty,anti age products can be use as early as 21 so as soon as you start it be better just make sure to include anti age care accord to your skin type like and follow for more facts or myths smiling_face_with_hearts,2021-12-20 17:09:07+00:00,Argentina,0,0,1,https://twitter.com/idivia_beauty/status/1472977376548118537,Positive Sentiment,FALSE,13,0adf638d
IkransCosmetics,blemish and dull skin be a thing of the past with the ordinary niacinamide amp zinc fixed_bikes call 0729752424,2021-12-27 11:28:37+00:00,Argentina,0,1,3,https://twitter.com/IkransCosmetics/status/1475428401238396932,Positive Sentiment,FALSE,569,68414a90
touchofglamglo2,it be the freshness for me learn to take care of your skin it make our work easier,2021-10-16 08:30:11+00:00,Argentina,0,0,1,https://twitter.com/touchofglamglo2/status/1449291568611999748,Positive Sentiment,FALSE,2046,099463c8
beautydealsbff,flash sale tyson hair tool up to 110 off,2021-12-17 21:18:33+00:00,Argentina,0,0,0,https://twitter.com/beautydealsbff/status/1471952982946160640,Neutral Sentiment,FALSE,712,998ec6cb
NaomieThomas,happiness be the consequence of personal effort,2021-11-21 20:45:19+00:00,Mexico,0,1,9,https://twitter.com/NaomieThomas/status/1462522534847471618,Positive Sentiment,FALSE,295,548c2366
SokorpeOfficial,star heal maintain amp protect your skin with cs star award win vitamin c serum and vitamin c intense facial moisturizer influx trade_mark order now and,2021-12-20 16:45:29+00:00,Argentina,1,4,5,https://twitter.com/SokorpeOfficial/status/1472971426038755329,Positive Sentiment,FALSE,45,17318856
PureHealthR,mirror woman get older be a privilege but no one want to look like they be get older right cherry_blossom IF ISTAT DER YE SER cherry_blossom SIN YOU IL,2021-12-27 15:00:02+00:00,Argentina,0,0,1,https://twitter.com/PureHealthR/status/1475481607465283587,Positive Sentiment,FALSE,120,ae9f85a6
CosmoHaul,randall jenner wear red carpet ready black ball gown to family s low key christmas celebrations,2021-12-27 21:56:49+00:00,Argentina,0,0,0,https://twitter.com/CosmoHaul/status/1475586490952343554,Neutral Sentiment,FALSE,327,0293b88c
NuezAcres,men s_room men and serum do you use them what make you decide it be time to start,2021-10-01 14:15:11+00:00,Argentina,0,0,1,https://twitter.com/NuezAcres/status/1443942574125891612,Neutral Sentiment,FALSE,260,d75027c2
mrsm76,do not let block pore and dead skin cells ruin all of your skin aspirations see no evil_monkey i know this can be dishearten but there be something you can do get yourself a good quality exfoliator that suit your skin type,2021-12-27 16:52:11+00:00,Argentina,0,0,0,https://twitter.com/mrsm76/status/1475509829028528130,Positive Sentiment,FALSE,55,3cac6631
ShiraEsthetics,a luxurious amp lightweight eye serum that effectively reduce the appearance of illness around area while gently flourish the delicate under the,2021-10-13 01:11:10+00:00,Argentina,0,1,0,https://twitter.com/ShiraEsthetics/status/1448093924455849986,Positive Sentiment,FALSE,380,03ea60a8
Zobhalifeindia,make your christmas terrier with amaze sincere products by cobra,2021-12-25 02:57:28+00:00,Argentina,0,0,1,https://twitter.com/Zobhalifeindia/status/1474574989726683136,Positive Sentiment,FALSE,73,10f55fcc
VanguardDermNY,new year new skin treat yourself this new year with one of our many cosmetic service that leave you feel relax amp rejuvenate appointments be available so give us a call today at 212 398 1288 to book yours,2021-12-27 19:00:40+00:00,Argentina,0,0,0,https://twitter.com/VanguardDermNY/status/1475542163861688323,Positive Sentiment,FALSE,262,7c47b353
BirlaHealthcare,essentials for hair zinc zinc reduce hair loss and increase its density vitamin a vitamin a prevent hair wreckage late late stimulate growth violin violin boost certain vitamin d it activate hair follicle,2021-12-17 06:39:56+00:00,Argentina,0,0,0,https://twitter.com/BirlaHealthcare/status/1471731873634471937,Positive Sentiment,FALSE,6,76d962aa
digireena,a fun and sweet way to add some spare to your day spark lipstick camera_with_flash,2021-12-27 09:18:37+00:00,Argentina,0,0,0,https://twitter.com/digireena/status/1475395684912320514,Positive Sentiment,FALSE,140,5c827d0e
livecrude,thank for go back to school with us this month as we und ck our and learn what it mean to be clean green_heart,2021-09-30 22:22:57+00:00,Argentina,1,0,0,https://twitter.com/livecrude/status/1443702938354999297,Negative Sentiment,FALSE,440,5357309b
FBC_Inc,our hulk face mask have you try it great for mature skin link be in bio,2021-10-14 21:48:51+00:00,Mexico,0,0,0,https://twitter.com/FBC_Inc/status/1448767787401363456,Neutral Sentiment,FALSE,196,d1ad41f6
Centric_PLM,with in place and company be able to share information and track change and approvals from a single digital interface learn how,2021-12-27 17:00:10+00:00,Argentina,0,0,0,https://twitter.com/Centric_PLM/status/1475511837902970886,Neutral Sentiment,FALSE,1189,7bf681d1
WorsleyLaser,new product come soon this be most definitely on my hot list for january worse laser clinic,2021-12-22 17:47:26+00:00,Argentina,0,0,0,https://twitter.com/WorsleyLaser/status/1473711795596673025,Neutral Sentiment,FALSE,1524,6c1e562b
grace_teachers,teachers grace extra hydration amp moisturise serum be an oil free non grease aqueous serum that blend with every skin type and color and enhance the natural skin tone click here to order,2021-12-23 07:53:43+00:00,Argentina,0,0,2,https://twitter.com/grace_teachers/status/1473924769565544448,Positive Sentiment,FALSE,19,caf581da
SkinFunctional,should you exfoliate active acne exfoliate when you have acne be very important as acne cause bacteria thrive on dead skin cells red_circle,2021-12-21 14:02:02+00:00,Argentina,0,0,0,https://twitter.com/SkinFunctional/status/1473292680331513856,Positive Sentiment,FALSE,1287,d6919564
TRESemmeUKI,when it be almost christmas but we have start tamper ourselves long before woman_getting_massage our violin repair instant recovery mask visibly repair 7 type of damage in just one use so you just sit back relax and enjoy the compliment after woman_tipping_hand,2021-12-23 17:00:03+00:00,Argentina,0,0,1,https://twitter.com/TRESemmeUKI/status/1474062257168523266,Neutral Sentiment,TRUE,45752,35308f59
cjthist,here be the most amaze top tip for discover your ideal nude lip and how to utterly rock the look no matter the occasion,2021-12-27 18:20:12+00:00,Argentina,0,0,0,https://twitter.com/cjthist/status/1475531978107760646,Positive Sentiment,FALSE,34,5e284999
plastixdocs,have you ever wonder what the benefit of som salt be make sure you check out our guide,2021-12-27 21:01:06+00:00,Argentina,0,0,0,https://twitter.com/plastixdocs/status/1475572472133169156,Neutral Sentiment,FALSE,1195,8892872b
pro_beauty,transparent product claim and prevention over cure be just some of the trend shape consumers beauty purchase right now,2021-11-06 20:33:00+00:00,Argentina,0,0,0,https://twitter.com/pro_beauty/status/1457083616937197568,Negative Sentiment,FALSE,38356,a7a0494d
kiss_mineral,beach_with_umbrella brush on block by kiss mineral be a revolutionary onscreen sun_with_face in powder form formulate with natural minerals amp botanical ingredients keep your skin safe in the harsh sun all day backhand_index_pointing_left shopping_cart,2021-12-27 14:52:56+00:00,Argentina,0,0,2,https://twitter.com/kiss_mineral/status/1475479820536455168,Positive Sentiment,FALSE,209,3829de2d
Kendraspondence,the cite wonderland nascar be needle in my opinion but no longer carry at maybe my raven have a duplicate to recommend,2021-12-24 16:36:18+00:00,Argentina,0,0,0,https://twitter.com/Kendraspondence/status/1474418669883170816,Negative Sentiment,FALSE,2289,9b71678e
Teladoc,winter time can be brutal on the skin check out these tip about how to prevent the damage that the cold cause,2021-12-03 18:50:02+00:00,Argentina,2,0,1,https://twitter.com/Teladoc/status/1466842177858945029,Negative Sentiment,TRUE,3370,5e0942d1
orlock13,so good i have to share check out all the items i be love on from,2021-12-20 02:31:23+00:00,Argentina,0,0,0,https://twitter.com/orlock13/status/1472756486933663745,Positive Sentiment,FALSE,60,2c8eb277
lux_simple,get your skin the love it deserve this complete sincere bundle be amaze and i use it every day especially the post workout spray Use my 40 off code OE HOP,2021-10-10 00:05:32+00:00,Argentina,0,0,0,https://twitter.com/lux_simple/status/1446990243849293826,Positive Sentiment,FALSE,55,4265d89f
rgs14,fan amp long time user actor sign on as ambassador for the brand in nea will promote the brand s philosophy of skin health amp its award win g products amp treatments,2021-11-22 13:21:50+00:00,Argentina,0,0,1,https://twitter.com/rgs14/status/1462773316209446912,Neutral Sentiment,FALSE,96,4a7752d1
MissNillaPriss,allergies have be a bitch and only be able to play occasionally be depress but i be happy with this,2021-12-01 04:38:16+00:00,Argentina,1,3,5,https://twitter.com/MissNillaPriss/status/1465903047339614209,Negative Sentiment,FALSE,1141,2b506b3a
gingersnaps82,love this hair into idea smiling_face_with_heart eye classy,2021-12-19 09:25:55+00:00,Argentina,0,0,0,https://twitter.com/gingersnaps82/status/1472498419927339010,Positive Sentiment,FALSE,406,568f2e9d
melissa_hobson,these be officially my newest bathroom obsession this collection leave my skin look clean and smell wonderful smiling_face_with_hearts,2021-12-27 16:20:32+00:00,Argentina,0,0,0,https://twitter.com/melissa_hobson/status/1475501864737296384,Positive Sentiment,FALSE,166,059ad48e
Sexy1008Sexy,with just over 90 anti flashback powder the one s make up pro loose powder make my skin look its absolute best in photos and videos with its amaze 12 hour matte finish smiling_face_with_heart eye message me for the incredible price beating_face_with_smiling_eyes,2021-12-27 12:10:30+00:00,Argentina,0,0,0,https://twitter.com/Sexy1008Sexy/status/1475438938865164289,Positive Sentiment,FALSE,41,5aa2f383
foreveruzuri,she want some tlc and that be exactly what we give her with our zur signature enzyme facial spark service be still 30 off until the end of the year black_heart,2021-12-21 02:50:25+00:00,Argentina,0,0,0,https://twitter.com/foreveruzuri/status/1473123665441177606,Neutral Sentiment,FALSE,210,cc014827
glowupcoach21,beauty be always skin deep,2021-12-24 15:46:58+00:00,Argentina,0,0,0,https://twitter.com/glowupcoach21/status/1474406251132067858,Positive Sentiment,FALSE,1309,0b436104
ValerieValoir,i use mine almost every day even during the winter months smiling_face_with_sunglasses buy yours here,2021-12-20 22:12:42+00:00,Argentina,0,0,0,https://twitter.com/ValerieValoir/status/1473053773761290253,Neutral Sentiment,FALSE,11,e7009357
PortiaM_Skin,skin routine smiling_face_with_hearts woman_dancing camera_with_flash from instagram,2021-10-09 11:29:18+00:00,Argentina,0,1,7,https://twitter.com/PortiaM_Skin/status/1446799930450919427,Neutral Sentiment,FALSE,38458,21d6c08d
Dunnimi_,we all want clear bright hydrate skin but the quest for healthy skin can be intimidate with so many products in the market it can be confuse to know when and how often you should be use them,2021-12-23 05:54:32+00:00,Argentina,1,11,9,https://twitter.com/Dunnimi_/status/1473894776021733377,Negative Sentiment,FALSE,431,fdb62877
fashionsfinest,we do not need any crystal ball to predict next year s tia road founder and ceo of share with us her prediction for 2022 what will be hot and what not find out here,2021-12-15 16:02:21+00:00,Argentina,0,3,5,https://twitter.com/fashionsfinest/status/1471148631705145353,Neutral Sentiment,FALSE,5555,88b4b4f2
Lujobox1,wonder what to gift your male friends amp relatives this festive season we have get your back present the ultimate hair body and skin care lujobox for him,2021-11-13 06:20:03+00:00,Argentina,0,0,0,https://twitter.com/Lujobox1/status/1459405682394861572,Neutral Sentiment,FALSE,78,f6602b05
dustofsoul,amaze make up artist for the wonderland project,2021-10-03 12:19:34+00:00,France,0,0,6,https://twitter.com/dustofsoul/status/1444638253143965699,Positive Sentiment,FALSE,341,66b15b2b
Jassjazz6,ring of mar dress,2021-12-24 19:08:56+00:00,Argentina,0,0,0,https://twitter.com/Jassjazz6/status/1474457077603045381,Neutral Sentiment,FALSE,44,247219b0
RealAllBeauty,thursday textures spark,2021-12-23 16:08:35+00:00,Argentina,0,0,0,https://twitter.com/RealAllBeauty/status/1474049304947871745,Neutral Sentiment,FALSE,30,8ce8c16a
AirDevice_ofcl,air device be reusable the mask have disposable replaceable epa h14 filter,2021-12-23 22:03:07+00:00,Argentina,0,0,0,https://twitter.com/AirDevice_ofcl/status/1474138526354661387,Neutral Sentiment,FALSE,1,f31fea33
LavaSalon,finish style hair with impulse finish spray by surface this product give you the right amount of firm yet flexible hold for your style need shop here,2021-12-13 16:33:55+00:00,Argentina,0,0,0,https://twitter.com/LavaSalon/status/1470431801403494402,Positive Sentiment,FALSE,692,4ce5da37
tbsahlisa,do you have a different shampoo you use for special occasion person_raising_hand a bite like makeup it be nice to have those products you love so much they be not part of your every day routine,2021-12-23 13:55:19+00:00,Argentina,0,0,0,https://twitter.com/tbsahlisa/status/1474015768757080071,Neutral Sentiment,FALSE,119,3ac87b2c
orveonglobal,we bring powerhouse and together for a reason learn more about and how we here,2021-12-16 20:52:04+00:00,Argentina,0,0,3,https://twitter.com/orveonglobal/status/1471583932898586625,Neutral Sentiment,FALSE,46,69e390eb
StyleSeat,this look pink perfection two_hearts,2021-11-11 23:30:07+00:00,Argentina,0,0,0,https://twitter.com/StyleSeat/status/1458940131084312576,Positive Sentiment,TRUE,24402,eec24c78
SKN_RG,our ceo co founder amp head therapist deborah scott explain the benefit of use the new moisturiser in your sincere routine white_heart,2021-12-23 09:58:23+00:00,Argentina,0,1,2,https://twitter.com/SKN_RG/status/1473956143265292451,Positive Sentiment,FALSE,1873,dff2cc77
shopsavish,we keep it clean our ingredients anyway try lavish for the first time and get 10 off site wide,2021-12-27 21:36:41+00:00,Argentina,0,1,2,https://twitter.com/shopsavish/status/1475581423696363522,Neutral Sentiment,FALSE,333,3765170d
jashairsalons,it be today 25 off of all of your favourite products schwarzkopf lveda dermalogica connect jessica do not miss out pop by one of our salons today,2021-11-27 08:10:00+00:00,Argentina,0,1,0,https://twitter.com/jashairsalons/status/1464506782785716225,Neutral Sentiment,FALSE,4047,58f06a01
SoniaElyss,be one of my favorite weekly email because i be a but when they cover beauty trend smiling_face_with_heart eye,2021-10-19 13:27:28+00:00,Argentina,0,2,4,https://twitter.com/SoniaElyss/status/1450453546755928068,Negative Sentiment,FALSE,1060,4494634
DIY4U_EU,would you like to know more about sustainability in sector share an interest article on this towards sustainable palm oil and its derivatives for and you can find it at,2021-12-27 10:46:35+00:00,Argentina,0,2,2,https://twitter.com/DIY4U_EU/status/1475417823233159172,Neutral Sentiment,FALSE,94,4ccdc72f
ClarySageCo,this month get a free 4pc dermalogica gift set when you purchase a full size dermalogica antioxidant hydramist get yours while supply last party_copper,2021-11-05 14:00:46+00:00,Argentina,0,0,0,https://twitter.com/ClarySageCo/status/1456622519776075777,Neutral Sentiment,FALSE,2142,c6e4cac1
allprettybits,what do mean and do i really need it we be answer all your what be why be when be and how be smiling_face_with_open_hands via,2021-11-29 18:27:13+00:00,Argentina,0,0,0,https://twitter.com/allprettybits/status/1465386885681922056,Positive Sentiment,FALSE,214,72058af5
ashishhtiwarii,check on our all new product anti age night cream formulate to rejuvenate skin best anti age night cream milky_way,2021-11-08 13:46:44+00:00,Argentina,0,0,1,https://twitter.com/ashishhtiwarii/status/1457706152112754703,Positive Sentiment,FALSE,40,a9105909
GroomingSociety,exfoliation should be a part of your daily skin care and shave routine this way your skin be able to produce more collagen and elastic which be what will keep it look young and healthy,2021-12-27 20:00:45+00:00,Argentina,0,0,1,https://twitter.com/GroomingSociety/status/1475557284398964738,Positive Sentiment,FALSE,78,18d6ee4b
FFCosmetics,new year s eve sale linking_glasses shop now shopping_cart,2021-12-27 19:00:34+00:00,Argentina,0,0,0,https://twitter.com/FFCosmetics/status/1475542137186004995,Neutral Sentiment,FALSE,3097,09f583c9
Publishmethis_,organic clay mask help detoxify and get clearer skin when apply to our face appropriately here be the best organic clay mask you should try that will give you the best effect,2021-12-13 15:30:10+00:00,Argentina,1,0,0,https://twitter.com/Publishmethis_/status/1470415756638752775,Positive Sentiment,FALSE,2,f2208481
VegasBiLL,air france just open a luxurious new airplane airport spa with this France french beauty brand,2021-12-27 19:18:18+00:00,Argentina,0,0,0,https://twitter.com/VegasBiLL/status/1475546598901964801,Neutral Sentiment,FALSE,35888,79ea9517
ConsumerLife365,aphia skin black friday sale start now everything up to 75 off amp extra 20 w code get20,2021-11-25 02:40:20+00:00,Argentina,0,0,1,https://twitter.com/ConsumerLife365/status/1463699041037000704,Neutral Sentiment,FALSE,1007,c3619037
jackfrost_coins,up to 30 off have labs by lady gaga,2021-12-27 16:02:05+00:00,Argentina,0,1,1,https://twitter.com/jackfrost_coins/status/1475497221705637897,Neutral Sentiment,FALSE,494,fed22b32
DefeatxDefeat,beard trim kit for men,2021-12-20 23:14:45+00:00,Argentina,0,0,1,https://twitter.com/DefeatxDefeat/status/1473069389817819148,Neutral Sentiment,FALSE,0,88a1606a
AmrutamOfficial,the beauty elicit for your skin which be not just one stop solution for all your skin problems cherry_blossom shop amrutam kumkumadi oil now star,2021-12-23 12:45:35+00:00,Argentina,0,0,0,https://twitter.com/AmrutamOfficial/status/1473998218035744770,Neutral Sentiment,FALSE,294,8f7c0097
JowniefiedHMUA,my beautiful bride liz,2021-10-16 14:30:25+00:00,Argentina,0,0,0,https://twitter.com/JowniefiedHMUA/status/1449382226177658886,Neutral Sentiment,FALSE,302,4c2d3011
elisatalk,with several beauty trend go viral on a daily basis it can be tempt to experiment with these diy amp less expensive solutions before you do read this,2021-10-19 18:37:41+00:00,Argentina,0,0,1,https://twitter.com/elisatalk/status/1450531614069514240,Negative Sentiment,FALSE,15640,3857cc6f
lmj_17,limit time deal dillydilly cosmetics love velvet moisturize non dry amp sticky long last lipstick lip gloss tint makeup set velvet long last high augment make in korea nude brown via,2021-12-24 09:28:40+00:00,Argentina,0,1,2,https://twitter.com/lmj_17/status/1474311049906061312,Neutral Sentiment,FALSE,89,6a65f06f
yulyatrofi1,the amp only skin lightning system to be use both day and night 3 point system zeta white comprise a amp skin lightning face wash moisturiser and n,2021-12-27 19:08:59+00:00,Argentina,0,0,0,https://twitter.com/yulyatrofi1/status/1475544254067974146,Neutral Sentiment,FALSE,53,dd36fce6
JenAntunes,look for a way to tame your,2021-12-22 23:29:41+00:00,Argentina,0,0,0,https://twitter.com/JenAntunes/status/1473797924861718543,Positive Sentiment,FALSE,10,cd521469
VidaSativa420,they have me lift my hair up in tsa that be,2021-12-15 10:20:41+00:00,Argentina,0,0,10,https://twitter.com/VidaSativa420/status/1471062651891552259,Neutral Sentiment,FALSE,6459,3848fc0e
Beautiqs1,like and share if you want this 2 in 1 bamboo fiber memory foam seat cushion 24 08 tag a friend who would love this free ship worldwide buy one here gt,2021-12-20 06:49:36+00:00,Argentina,0,0,0,https://twitter.com/Beautiqs1/status/1472821468501323777,Neutral Sentiment,FALSE,5,3f8c5255
researchmrx,rt you be about to get seriously addict to the most buzz worthy beauty ingredient of the moment do not worry you will not need to check into rehab,2021-12-21 08:02:48+00:00,Argentina,0,0,0,https://twitter.com/researchmrx/status/1473202279033577473,Positive Sentiment,FALSE,8387,b5058ef6
ProteanPunks,design for today s stream on,2021-12-27 20:58:19+00:00,Argentina,0,0,0,https://twitter.com/ProteanPunks/status/1475571771894124552,Neutral Sentiment,FALSE,181,f370dc82
OliviaBeautyIN,get set to glow this christmas with olivia s range of sincere products the perfect gift for your skin to shop now click on the link,2021-12-23 06:07:34+00:00,Argentina,0,1,3,https://twitter.com/OliviaBeautyIN/status/1473898055581650946,Neutral Sentiment,FALSE,1565,8b82ddd5
Hi9_co_in,clean your face be very important hence it be must to apply face wash offer a wide range of face wash for every skin type and problem it will make your skin glow and remove all the impurities and dead cells buy now www yhi9 com,2021-11-21 03:09:13+00:00,Argentina,0,0,0,https://twitter.com/Hi9_co_in/status/1462256757485420544,Positive Sentiment,FALSE,16,ce3fa2ab
AmineAsery,spark be an excellent choice for any brand in the beauty and cosmetics industry fashion jewelry hotels and travel businesses as well as many other field relate to these enterprises get it now,2021-12-26 15:16:19+00:00,Argentina,0,3,2,https://twitter.com/AmineAsery/status/1475123314049916933,Positive Sentiment,FALSE,584,2761ce84
amiraclexjahara,camera monday motivation,2021-12-20 16:52:13+00:00,Argentina,0,0,0,https://twitter.com/amiraclexjahara/status/1472973123389693952,Neutral Sentiment,FALSE,32,62d2b9a7
TheBeautySailor,a sincere product combo for hydrate and healthy skin by the beauty sailor avocado and tea tree oil face wash face serum Stay Be you till forever buy now,2021-12-22 04:53:03+00:00,Argentina,0,0,1,https://twitter.com/TheBeautySailor/status/1473516913565208578,Positive Sentiment,FALSE,239,62be180b
doggies_three,out for a a walk on this beautiful but philly day,2021-11-30 19:26:50+00:00,Mexico,0,1,2,https://twitter.com/doggies_three/status/1465764277172809732,Neutral Sentiment,FALSE,250,c024e6de
Maestroshopnet,candy freedom new demo amp weight loss program for 2020,2021-12-23 20:08:32+00:00,Argentina,0,0,0,https://twitter.com/Maestroshopnet/status/1474109690430689282,Neutral Sentiment,FALSE,536,d5608355
SovereigntyGlo,think of all the beauty still leave around you and be happy get your set of happiness at now,2021-12-22 13:30:00+00:00,Argentina,0,1,1,https://twitter.com/SovereigntyGlo/status/1473647007457628162,Positive Sentiment,FALSE,118,1a0737c7
BlackTape7,the correct way to exfoliate put exfoliate product on the hand let the certain cream absorb the body temperature in the pal after apply on face do a spiral massage from bottom to top of the cheek but be careful not to touch the lip area,2021-12-22 09:02:18+00:00,Argentina,0,1,1,https://twitter.com/BlackTape7/status/1473579637678964738,Positive Sentiment,FALSE,1,8d3b640a
Updatesblogs,you natural care you natural care a carefully select blend of natural ingredients for your daily personal care our products bring your skin and hair to a natural balance,2021-12-15 08:49:57+00:00,Argentina,0,0,0,https://twitter.com/Updatesblogs/status/1471039815189610496,Neutral Sentiment,FALSE,1,d62327b4
JennyMcCarthy,it take a village face_with_tears_of_joy two_hearts link in bio,2021-10-19 20:24:29+00:00,Argentina,17,13,119,https://twitter.com/JennyMcCarthy/status/1450558492901838855,Neutral Sentiment,TRUE,1267246,c96c07d7
ManderoniiTime,so for the first time in my life my eyeshadow actually blend and look good so hello,2021-10-30 02:11:24+00:00,Mexico,0,0,1,https://twitter.com/ManderoniiTime/status/1454269678260572162,Positive Sentiment,FALSE,39,2b6cddcd
Arjunkishan15,do i still need to wear onscreen on cloudy days,2021-12-24 08:11:25+00:00,Argentina,0,0,0,https://twitter.com/Arjunkishan15/status/1474291609038737422,Negative Sentiment,FALSE,3,f0c2a526
clinetix,be you use the correct cleaner for your skin type if not this be for you,2021-10-26 18:00:05+00:00,Argentina,0,0,0,https://twitter.com/clinetix/status/1453058866976022533,Neutral Sentiment,FALSE,1007,82644ad0
PIXIBeauty,pick the hue for you our nuance quartet come in two glow create and multi use combo design to add advance to complexion and eye which of the below glow enhance combo be you excite to try two_hearts honey nectar two_hearts sugar blossom,2021-12-27 17:30:09+00:00,Argentina,1,11,31,https://twitter.com/PIXIBeauty/status/1475519384261124100,Positive Sentiment,FALSE,39983,5ff252d2
Detoxing4Health,lose stubborn bellyfat boostmetabolism cutcravings and,2021-12-12 10:42:09+00:00,Argentina,0,0,0,https://twitter.com/Detoxing4Health/status/1469980890151411714,Negative Sentiment,FALSE,2184,111e16da
BellybeesCo,we be collaborate with our sister company for this pop up sale come meet us at the bayleaf restaurant this sunday 5th december for some new cool items and discount,2021-12-04 00:30:38+00:00,Argentina,0,0,0,https://twitter.com/BellybeesCo/status/1466927891137060865,Neutral Sentiment,FALSE,33,c501e7a6
ETimesLifestyle,dr jaishree share on enzyme peel photo rejuvenation for brides,2021-12-27 08:09:32+00:00,Argentina,0,0,0,https://twitter.com/ETimesLifestyle/status/1475378297605222401,Neutral Sentiment,TRUE,41500,d3a1d13f
Flawlessbny1177,know your skin type be crucial in determine which products would be the most beneficial use the wrong products can actually make your skin worse than improve your skin in the first place,2021-10-03 21:05:06+00:00,Argentina,0,0,1,https://twitter.com/Flawlessbny1177/status/1444770509577617410,Negative Sentiment,FALSE,15,21ba02a2
cougaent,my far glam be my natural beauty amp it be all thank to my sincere company purple_heart dunwoody georgia,2021-10-14 10:33:59+00:00,Mexico,0,0,0,https://twitter.com/cougaent/status/1448597950947467264,Positive Sentiment,FALSE,4147,0aab3617
VolitionBeauty,it do not get any better than this save this easy to follow sincere guide to your phone as soon as possible and get start create your perfect regimen,2021-12-11 20:57:19+00:00,Argentina,0,0,0,https://twitter.com/VolitionBeauty/status/1469773312289124353,Positive Sentiment,FALSE,1507,a2ba434f
Lexpressions_,i make another one marking_face skull rainbow,2021-10-14 07:04:51+00:00,Argentina,0,0,1,https://twitter.com/Lexpressions_/status/1448545319562747904,Neutral Sentiment,FALSE,612,d2adf561
YourHairRxllc,so you want to know how to maintain your length well here be a few tip keep follow us for more tip visit our website for products to help you on your healthy hair growth journey two_hearts,2021-12-10 23:05:40+00:00,Argentina,0,0,2,https://twitter.com/YourHairRxllc/status/1469443226537013251,Positive Sentiment,FALSE,7,a084c8ab
mettalusso,you have no time we get it multi take be easy a minute for musee vegan 2x clay mask botanical vitamins hydrate restore smooth matte finish all skin type non dry by product developer,2021-12-27 17:58:14+00:00,Argentina,0,1,2,https://twitter.com/mettalusso/status/1475526449989836811,Neutral Sentiment,FALSE,99,2918abf1
veganshopper,find bliss w picture amp that calm both you and your skin w 707 flora s lure award win products green_heart spark seed rabbit_face use code meta20 for 20 off your order amp make sure to grab excite new copy cocoa perfect for this season snowflake hot_beverage chocolate_bar,2021-12-27 19:10:57+00:00,Argentina,0,0,0,https://twitter.com/veganshopper/status/1475544751424393223,Neutral Sentiment,FALSE,3349,0d1ae195
unie_beauty,what at home sincere have you be use this year,2021-12-27 20:08:06+00:00,Argentina,0,0,0,https://twitter.com/unie_beauty/status/1475559132145061893,Neutral Sentiment,FALSE,165,e90fd3bd
indexbox,market be recover after the 2020 s crisis induce dip from january to october 2021 of lip make up preparations amount to 5 9k tonnes 11 more than in the same period last year,2021-12-24 13:01:55+00:00,Argentina,0,0,0,https://twitter.com/indexbox/status/1474364715618942987,Positive Sentiment,FALSE,3319,494c2396
princy_nishi,half cut crease eye kolkata,2021-12-19 14:42:04+00:00,Argentina,0,0,0,https://twitter.com/princy_nishi/status/1472577981998518275,Neutral Sentiment,FALSE,3,c8ebe447
ThayersNatural,here be the tea on how keep her skin glow spark hot_beverage,2021-12-27 15:25:49+00:00,Argentina,0,1,4,https://twitter.com/ThayersNatural/status/1475488095768354817,Positive Sentiment,FALSE,1972,6ce0f1c4
theknowledgein9,your skin be include in this when our skin do not get enough water it can become dry and sprinkle,2021-12-24 23:00:32+00:00,Argentina,0,0,0,https://twitter.com/theknowledgein9/status/1474515363257794567,Negative Sentiment,FALSE,297,6bd8f7c3
